fips,election,candidate,party,vote
5053,2004,Michael Peroutka,Constitutional,4
5053,2004,Michael Badnarik,Libertarian,3
5123,2004,John Kerry,Democratic,5684
5123,2004,George W. Bush,Republican,3815
5123,2004,Ralph Nader,Populist AR,65
5123,2004,Michael Peroutka,Constitutional,11
5123,2004,David Cobb,Green AR,8
5123,2004,Michael Badnarik,Libertarian,5
5141,2004,George W. Bush,Republican,3988
5141,2004,John Kerry,Democratic,3310
5141,2004,Ralph Nader,Populist AR,36
5141,2004,Michael Peroutka,Constitutional,17
5141,2004,David Cobb,Green AR,12
5141,2004,Michael Badnarik,Libertarian,11
5135,2004,George W. Bush,Republican,4097
5135,2004,John Kerry,Democratic,3265
5135,2004,Ralph Nader,Populist AR,64
5135,2004,David Cobb,Green AR,20
5135,2004,Michael Peroutka,Constitutional,13
5135,2004,Michael Badnarik,Libertarian,11
5089,2004,George W. Bush,Republican,4127
5089,2004,John Kerry,Democratic,2602
5089,2004,Ralph Nader,Populist AR,92
5089,2004,Michael Peroutka,Constitutional,24
5089,2004,David Cobb,Green AR,12
5089,2004,Michael Badnarik,Libertarian,10
5057,2004,John Kerry,Democratic,3817
5057,2004,George W. Bush,Republican,3580
5057,2004,Ralph Nader,Populist AR,28
5057,2004,Michael Peroutka,Constitutional,15
5057,2004,David Cobb,Green AR,9
5057,2004,Michael Badnarik,Libertarian,3
5107,2004,John Kerry,Democratic,5642
5107,2004,George W. Bush,Republican,3161
5107,2004,Ralph Nader,Populist AR,30
5107,2004,David Cobb,Green AR,17
5107,2004,Michael Badnarik,Libertarian,9
5107,2004,Michael Peroutka,Constitutional,9
5037,2004,George W. Bush,Republican,3864
5037,2004,John Kerry,Democratic,3135
5037,2004,Ralph Nader,Populist AR,33
5037,2004,David Cobb,Green AR,17
5037,2004,Michael Peroutka,Constitutional,15
5037,2004,Michael Badnarik,Libertarian,10
5087,2004,George W. Bush,Republican,3873
5087,2004,John Kerry,Democratic,2421
5087,2004,Ralph Nader,Populist AR,42
5087,2004,Michael Peroutka,Constitutional,28
5087,2004,Michael Badnarik,Libertarian,12
5087,2004,David Cobb,Green AR,8
5047,2004,George W. Bush,Republican,4181
5047,2004,John Kerry,Democratic,3008
5047,2004,Ralph Nader,Populist AR,62
5047,2004,Michael Badnarik,Libertarian,14
5047,2004,Michael Peroutka,Constitutional,13
5047,2004,David Cobb,Green AR,11
5043,2004,George W. Bush,Republican,3262
5043,2004,John Kerry,Democratic,2952
5043,2004,Ralph Nader,Populist AR,23
5043,2004,Michael Badnarik,Libertarian,4
5043,2004,Michael Peroutka,Constitutional,4
5043,2004,David Cobb,Green AR,4
5149,2004,George W. Bush,Republican,3678
5149,2004,John Kerry,Democratic,2913
5149,2004,Ralph Nader,Populist AR,41
5149,2004,Michael Peroutka,Constitutional,15
5149,2004,Michael Badnarik,Libertarian,10
5149,2004,David Cobb,Green AR,2
5121,2004,John Kerry,Democratic,3412
5121,2004,George W. Bush,Republican,3158
5121,2004,Ralph Nader,Populist AR,35
5121,2004,Michael Peroutka,Constitutional,26
5121,2004,Michael Badnarik,Libertarian,19
5121,2004,David Cobb,Green AR,17
5001,2004,George W. Bush,Republican,3789
5001,2004,John Kerry,Democratic,3110
5001,2004,Ralph Nader,Populist AR,31
5001,2004,Michael Badnarik,Libertarian,9
5001,2004,David Cobb,Green AR,4
5001,2004,Michael Peroutka,Constitutional,3
5075,2004,John Kerry,Democratic,3544
5075,2004,George W. Bush,Republican,2951
5075,2004,Ralph Nader,Populist AR,59
5075,2004,Michael Badnarik,Libertarian,23
5075,2004,Michael Peroutka,Constitutional,20
5075,2004,David Cobb,Green AR,18
5137,2004,George W. Bush,Republican,3188
5137,2004,John Kerry,Democratic,2255
5137,2004,Ralph Nader,Populist AR,60
5137,2004,Michael Peroutka,Constitutional,21
5137,2004,David Cobb,Green AR,14
5137,2004,Michael Badnarik,Libertarian,11
5065,2004,George W. Bush,Republican,2833
5065,2004,John Kerry,Democratic,2586
5065,2004,Ralph Nader,Populist AR,35
5065,2004,Michael Badnarik,Libertarian,16
5065,2004,Michael Peroutka,Constitutional,13
5065,2004,David Cobb,Green AR,10
5081,2004,John Kerry,Democratic,2677
5081,2004,George W. Bush,Republican,2575
5081,2004,Ralph Nader,Populist AR,29
5081,2004,Michael Badnarik,Libertarian,8
5081,2004,David Cobb,Green AR,4
5081,2004,Michael Peroutka,Constitutional,1
5021,2004,John Kerry,Democratic,3264
5021,2004,George W. Bush,Republican,2759
5021,2004,Ralph Nader,Populist AR,45
5021,2004,Michael Peroutka,Constitutional,17
5021,2004,David Cobb,Green AR,8
5021,2004,Michael Badnarik,Libertarian,3
5067,2004,John Kerry,Democratic,3515
5067,2004,George W. Bush,Republican,2624
5067,2004,Ralph Nader,Populist AR,49
5067,2004,Michael Badnarik,Libertarian,12
5067,2004,David Cobb,Green AR,11
5067,2004,Michael Peroutka,Constitutional,8
5049,2004,George W. Bush,Republican,2522
5049,2004,John Kerry,Democratic,2370
5049,2004,Ralph Nader,Populist AR,36
5049,2004,Michael Peroutka,Constitutional,11
5049,2004,Michael Badnarik,Libertarian,9
5049,2004,David Cobb,Green AR,7
5061,2004,George W. Bush,Republican,2736
5061,2004,John Kerry,Democratic,2166
5061,2004,Ralph Nader,Populist AR,22
5061,2004,David Cobb,Green AR,11
5061,2004,Michael Badnarik,Libertarian,4
5061,2004,Michael Peroutka,Constitutional,4
5133,2004,George W. Bush,Republican,2516
5133,2004,John Kerry,Democratic,2035
5133,2004,Ralph Nader,Populist AR,31
5133,2004,David Cobb,Green AR,9
5133,2004,Michael Badnarik,Libertarian,7
5133,2004,Michael Peroutka,Constitutional,3
5105,2004,George W. Bush,Republican,2435
5105,2004,John Kerry,Democratic,1921
5105,2004,Ralph Nader,Populist AR,44
5105,2004,David Cobb,Green AR,15
5105,2004,Michael Badnarik,Libertarian,10
5105,2004,Michael Peroutka,Constitutional,6
5041,2004,John Kerry,Democratic,2851
5041,2004,George W. Bush,Republican,1729
5041,2004,Ralph Nader,Populist AR,25
5041,2004,David Cobb,Green AR,19
5041,2004,Michael Peroutka,Constitutional,17
5041,2004,Michael Badnarik,Libertarian,6
5017,2004,John Kerry,Democratic,2993
5017,2004,George W. Bush,Republican,1725
5017,2004,Ralph Nader,Populist AR,23
5017,2004,David Cobb,Green AR,7
5017,2004,Michael Peroutka,Constitutional,5
5017,2004,Michael Badnarik,Libertarian,4
5109,2004,George W. Bush,Republican,2013
5109,2004,John Kerry,Democratic,1310
5109,2004,Ralph Nader,Populist AR,26
5109,2004,Michael Peroutka,Constitutional,8
5109,2004,Michael Badnarik,Libertarian,7
5109,2004,David Cobb,Green AR,3
5079,2004,John Kerry,Democratic,2149
5079,2004,George W. Bush,Republican,1921
5079,2004,Ralph Nader,Populist AR,25
5079,2004,Michael Peroutka,Constitutional,7
5079,2004,David Cobb,Green AR,5
5079,2004,Michael Badnarik,Libertarian,2
5101,2004,George W. Bush,Republican,2779
5101,2004,John Kerry,Democratic,1506
5101,2004,Ralph Nader,Populist AR,51
5101,2004,Michael Peroutka,Constitutional,19
5101,2004,Michael Badnarik,Libertarian,12
5101,2004,David Cobb,Green AR,11
5129,2004,George W. Bush,Republican,2565
5129,2004,John Kerry,Democratic,1370
5129,2004,Michael Peroutka,Constitutional,16
5129,2004,Ralph Nader,Populist AR,15
5129,2004,David Cobb,Green AR,15
5129,2004,Michael Badnarik,Libertarian,11
5011,2004,John Kerry,Democratic,2206
5011,2004,George W. Bush,Republican,2011
5011,2004,Ralph Nader,Populist AR,21
5011,2004,Michael Badnarik,Libertarian,4
5011,2004,Michael Peroutka,Constitutional,4
5011,2004,David Cobb,Green AR,3
5097,2004,George W. Bush,Republican,2367
5097,2004,John Kerry,Democratic,1524
5097,2004,Ralph Nader,Populist AR,37
5097,2004,Michael Peroutka,Constitutional,15
5097,2004,Michael Badnarik,Libertarian,9
5097,2004,David Cobb,Green AR,6
5127,2004,George W. Bush,Republican,2514
5127,2004,John Kerry,Democratic,1473
5127,2004,Ralph Nader,Populist AR,32
5127,2004,Michael Badnarik,Libertarian,7
5127,2004,Michael Peroutka,Constitutional,6
5127,2004,David Cobb,Green AR,6
5117,2004,George W. Bush,Republican,2030
5117,2004,John Kerry,Democratic,1562
5117,2004,Ralph Nader,Populist AR,16
5117,2004,David Cobb,Green AR,7
5117,2004,Michael Peroutka,Constitutional,6
5117,2004,Michael Badnarik,Libertarian,3
5025,2004,George W. Bush,Republican,2009
5025,2004,John Kerry,Democratic,1450
5025,2004,Ralph Nader,Populist AR,22
5025,2004,Michael Peroutka,Constitutional,8
5025,2004,Michael Badnarik,Libertarian,4
5025,2004,David Cobb,Green AR,3
5099,2004,George W. Bush,Republican,1752
5099,2004,John Kerry,Democratic,1694
5099,2004,Ralph Nader,Populist AR,15
5099,2004,Michael Peroutka,Constitutional,10
5099,2004,David Cobb,Green AR,5
5099,2004,Michael Badnarik,Libertarian,1
5077,2004,John Kerry,Democratic,2548
5077,2004,George W. Bush,Republican,1492
5077,2004,Ralph Nader,Populist AR,16
5077,2004,Michael Badnarik,Libertarian,10
5077,2004,David Cobb,Green AR,8
5077,2004,Michael Peroutka,Constitutional,6
5095,2004,John Kerry,Democratic,2049
5095,2004,George W. Bush,Republican,1586
5095,2004,Ralph Nader,Populist AR,16
5095,2004,Michael Badnarik,Libertarian,10
5095,2004,David Cobb,Green AR,4
5095,2004,Michael Peroutka,Constitutional,2
5073,2004,George W. Bush,Republican,1604
5073,2004,John Kerry,Democratic,1567
5073,2004,Ralph Nader,Populist AR,15
5073,2004,Michael Badnarik,Libertarian,4
5073,2004,Michael Peroutka,Constitutional,1
5039,2004,George W. Bush,Republican,1700
5039,2004,John Kerry,Democratic,1671
5039,2004,Ralph Nader,Populist AR,13
5039,2004,David Cobb,Green AR,2
5039,2004,Michael Badnarik,Libertarian,1
5039,2004,Michael Peroutka,Constitutional,1
5147,2004,John Kerry,Democratic,1972
5147,2004,George W. Bush,Republican,1021
5147,2004,Ralph Nader,Populist AR,16
5147,2004,David Cobb,Green AR,9
5147,2004,Michael Badnarik,Libertarian,4
5147,2004,Michael Peroutka,Constitutional,4
5013,2004,George W. Bush,Republican,1340
5013,2004,John Kerry,Democratic,939
5013,2004,Ralph Nader,Populist AR,10
5013,2004,Michael Badnarik,Libertarian,5
5013,2004,Michael Peroutka,Constitutional,4
5013,2004,David Cobb,Green AR,1
6037,2004,John Kerry,Democratic,1907736
6037,2004,George W. Bush,Republican,1076225
6037,2004,Michael Badnarik,Libertarian,11855
6037,2004,David Cobb,Green,10749
6037,2004,Leonard Peltier,Peace & Freedom,8517
6037,2004,Michael Peroutka,American Ind.,6565
6037,2004,Ralph Nader,Write-in,1621
6037,2004,Write-ins,-,12
6073,2004,George W. Bush,Republican,596033
6073,2004,John Kerry,Democratic,526437
6073,2004,Michael Badnarik,Libertarian,4660
6073,2004,Ralph Nader,Write-in,2750
6073,2004,David Cobb,Green,2551
6073,2004,Michael Peroutka,American Ind.,2129
6073,2004,Leonard Peltier,Peace & Freedom,1774
6073,2004,John Parker,Write-in,10
6073,2004,Write-ins,-,7
6059,2004,George W. Bush,Republican,641832
6059,2004,John Kerry,Democratic,419239
6059,2004,Michael Badnarik,Libertarian,5414
6059,2004,David Cobb,Green,2660
6059,2004,Michael Peroutka,American Ind.,2555
6059,2004,Ralph Nader,Write-in,2096
6059,2004,Leonard Peltier,Peace & Freedom,1596
6059,2004,John Parker,Write-in,4
6059,2004,Write-ins,-,3
6065,2004,George W. Bush,Republican,322473
6065,2004,John Kerry,Democratic,228806
6065,2004,Michael Badnarik,Libertarian,1704
6065,2004,Michael Peroutka,American Ind.,1417
6065,2004,David Cobb,Green,1330
6065,2004,Leonard Peltier,Peace & Freedom,1152
6065,2004,Ralph Nader,Write-in,684
6065,2004,Write-ins,-,10
6065,2004,John Parker,Write-in,3
6085,2004,John Kerry,Democratic,386100
6085,2004,George W. Bush,Republican,209094
6085,2004,Michael Badnarik,Libertarian,3425
6085,2004,David Cobb,Green,2007
6085,2004,Ralph Nader,Write-in,1191
6085,2004,Leonard Peltier,Peace & Freedom,1006
6085,2004,Michael Peroutka,American Ind.,982
6085,2004,Write-ins,-,11
6001,2004,John Kerry,Democratic,422585
6001,2004,George W. Bush,Republican,130911
6001,2004,David Cobb,Green,2637
6001,2004,Michael Badnarik,Libertarian,2149
6001,2004,Leonard Peltier,Peace & Freedom,1641
6001,2004,Ralph Nader,Write-in,1344
6001,2004,Michael Peroutka,American Ind.,819
6001,2004,Write-ins,-,3
6001,2004,John Parker,Write-in,1
6071,2004,George W. Bush,Republican,289306
6071,2004,John Kerry,Democratic,227789
6071,2004,Michael Badnarik,Libertarian,1714
6071,2004,Michael Peroutka,American Ind.,1473
6071,2004,Leonard Peltier,Peace & Freedom,1248
6071,2004,David Cobb,Green,1247
6071,2004,Ralph Nader,Write-in,499
6067,2004,John Kerry,Democratic,236657
6067,2004,George W. Bush,Republican,235539
6067,2004,Michael Badnarik,Libertarian,1483
6067,2004,David Cobb,Green,1402
6067,2004,Ralph Nader,Write-in,1097
6067,2004,Michael Peroutka,American Ind.,964
6067,2004,Leonard Peltier,Peace & Freedom,720
6067,2004,Write-ins,-,4
6013,2004,John Kerry,Democratic,257254
6013,2004,George W. Bush,Republican,150608
6013,2004,Michael Badnarik,Libertarian,1606
6013,2004,David Cobb,Green,1229
6013,2004,Ralph Nader,Write-in,885
6013,2004,Michael Peroutka,American Ind.,760
6013,2004,Leonard Peltier,Peace & Freedom,682
6013,2004,Write-ins,-,3
6013,2004,John Parker,Write-in,1
6075,2004,John Kerry,Democratic,296772
6075,2004,George W. Bush,Republican,54355
6075,2004,David Cobb,Green,1854
6075,2004,Ralph Nader,Write-in,1536
6075,2004,Michael Badnarik,Libertarian,1401
6075,2004,Leonard Peltier,Peace & Freedom,1167
6075,2004,Michael Peroutka,American Ind.,380
6111,2004,George W. Bush,Republican,160314
6111,2004,John Kerry,Democratic,148859
6111,2004,Michael Badnarik,Libertarian,1381
6111,2004,David Cobb,Green,1031
6111,2004,Michael Peroutka,American Ind.,767
6111,2004,Leonard Peltier,Peace & Freedom,557
6111,2004,Ralph Nader,Write-in,278
6111,2004,Write-ins,-,6
6081,2004,John Kerry,Democratic,197922
6081,2004,George W. Bush,Republican,83315
6081,2004,Michael Badnarik,Libertarian,1142
6081,2004,David Cobb,Green,899
6081,2004,Ralph Nader,Write-in,779
6081,2004,Leonard Peltier,Peace & Freedom,407
6081,2004,Michael Peroutka,American Ind.,392
6081,2004,Write-ins,-,1
6019,2004,George W. Bush,Republican,141988
6019,2004,John Kerry,Democratic,103154
6019,2004,Michael Badnarik,Libertarian,634
6019,2004,David Cobb,Green,601
6019,2004,Michael Peroutka,American Ind.,424
6019,2004,Leonard Peltier,Peace & Freedom,359
6019,2004,Ralph Nader,Write-in,300
6019,2004,Write-ins,-,3
6029,2004,George W. Bush,Republican,140417
6029,2004,John Kerry,Democratic,68603
6029,2004,Michael Badnarik,Libertarian,634
6029,2004,Michael Peroutka,American Ind.,499
6029,2004,Leonard Peltier,Peace & Freedom,397
6029,2004,David Cobb,Green,308
6029,2004,Ralph Nader,Write-in,283
6029,2004,John Parker,Write-in,29
6029,2004,Write-ins,-,4
6097,2004,John Kerry,Democratic,148261
6097,2004,George W. Bush,Republican,68204
6097,2004,Michael Badnarik,Libertarian,1246
6097,2004,David Cobb,Green,1133
6097,2004,Leonard Peltier,Peace & Freedom,664
6097,2004,Ralph Nader,Write-in,613
6097,2004,Michael Peroutka,American Ind.,569
6077,2004,George W. Bush,Republican,100978
6077,2004,John Kerry,Democratic,87012
6077,2004,Michael Badnarik,Libertarian,415
6077,2004,Michael Peroutka,American Ind.,385
6077,2004,Leonard Peltier,Peace & Freedom,368
6077,2004,Ralph Nader,Write-in,358
6077,2004,David Cobb,Green,347
6077,2004,Write-ins,-,1
6061,2004,George W. Bush,Republican,95969
6061,2004,John Kerry,Democratic,55573
6061,2004,Michael Badnarik,Libertarian,523
6061,2004,David Cobb,Green,424
6061,2004,Ralph Nader,Write-in,333
6061,2004,Michael Peroutka,American Ind.,278
6061,2004,Leonard Peltier,Peace & Freedom,178
6083,2004,John Kerry,Democratic,90314
6083,2004,George W. Bush,Republican,76806
6083,2004,Michael Badnarik,Libertarian,885
6083,2004,David Cobb,Green,676
6083,2004,Ralph Nader,Write-in,636
6083,2004,Michael Peroutka,American Ind.,272
6083,2004,Leonard Peltier,Peace & Freedom,272
6099,2004,George W. Bush,Republican,85407
6099,2004,John Kerry,Democratic,58829
6099,2004,Michael Peroutka,American Ind.,342
6099,2004,Michael Badnarik,Libertarian,333
6099,2004,Leonard Peltier,Peace & Freedom,309
6099,2004,David Cobb,Green,294
6099,2004,Ralph Nader,Write-in,110
6095,2004,John Kerry,Democratic,85096
6095,2004,George W. Bush,Republican,62301
6095,2004,Michael Badnarik,Libertarian,429
6095,2004,David Cobb,Green,327
6095,2004,Leonard Peltier,Peace & Freedom,308
6095,2004,Michael Peroutka,American Ind.,285
6095,2004,Ralph Nader,Write-in,91
6041,2004,John Kerry,Democratic,99070
6041,2004,George W. Bush,Republican,34378
6041,2004,Michael Badnarik,Libertarian,620
6041,2004,David Cobb,Green,474
6041,2004,Ralph Nader,Write-in,405
6041,2004,Leonard Peltier,Peace & Freedom,199
6041,2004,Michael Peroutka,American Ind.,178
6041,2004,Write-ins,-,1
6079,2004,George W. Bush,Republican,67995
6079,2004,John Kerry,Democratic,58742
6079,2004,David Cobb,Green,684
6079,2004,Michael Badnarik,Libertarian,665
6079,2004,Ralph Nader,Write-in,402
6079,2004,Michael Peroutka,American Ind.,335
6079,2004,Leonard Peltier,Peace & Freedom,226
6079,2004,Write-ins,-,1
6053,2004,John Kerry,Democratic,75241
6053,2004,George W. Bush,Republican,47838
6053,2004,Michael Badnarik,Libertarian,475
6053,2004,David Cobb,Green,455
6053,2004,Michael Peroutka,American Ind.,299
6053,2004,Leonard Peltier,Peace & Freedom,236
6053,2004,Ralph Nader,Write-in,108
6053,2004,John Parker,Write-in,1
6087,2004,John Kerry,Democratic,89102
6087,2004,George W. Bush,Republican,30354
6087,2004,David Cobb,Green,782
6087,2004,Michael Badnarik,Libertarian,764
6087,2004,Leonard Peltier,Peace & Freedom,404
6087,2004,Ralph Nader,Write-in,348
6087,2004,Michael Peroutka,American Ind.,327
6087,2004,Write-ins,-,2
6087,2004,John Parker,Write-in,1
6107,2004,George W. Bush,Republican,65399
6107,2004,John Kerry,Democratic,32494
6107,2004,David Cobb,Green,239
6107,2004,Michael Badnarik,Libertarian,228
6107,2004,Leonard Peltier,Peace & Freedom,191
6107,2004,Michael Peroutka,American Ind.,188
6107,2004,Ralph Nader,Write-in,112
6107,2004,Write-ins,-,9
6007,2004,George W. Bush,Republican,51662
6007,2004,John Kerry,Democratic,42448
6007,2004,Michael Badnarik,Libertarian,518
6007,2004,David Cobb,Green,506
6007,2004,Ralph Nader,Write-in,422
6007,2004,Michael Peroutka,American Ind.,312
6007,2004,Leonard Peltier,Peace & Freedom,289
6017,2004,George W. Bush,Republican,52878
6017,2004,John Kerry,Democratic,32242
6017,2004,Michael Badnarik,Libertarian,406
6017,2004,David Cobb,Green,358
6017,2004,Michael Peroutka,American Ind.,220
6017,2004,Leonard Peltier,Peace & Freedom,174
6017,2004,Ralph Nader,Write-in,86
6113,2004,John Kerry,Democratic,42885
6113,2004,George W. Bush,Republican,28005
6113,2004,David Cobb,Green,452
6113,2004,Michael Badnarik,Libertarian,316
6113,2004,Ralph Nader,Write-in,260
6113,2004,Leonard Peltier,Peace & Freedom,187
6113,2004,Michael Peroutka,American Ind.,164
6089,2004,George W. Bush,Republican,52249
6089,2004,John Kerry,Democratic,24339
6089,2004,Michael Badnarik,Libertarian,290
6089,2004,Michael Peroutka,American Ind.,264
6089,2004,Leonard Peltier,Peace & Freedom,244
6089,2004,David Cobb,Green,185
6089,2004,Ralph Nader,Write-in,157
6089,2004,Write-ins,-,3
6047,2004,George W. Bush,Republican,32773
6047,2004,John Kerry,Democratic,24491
6047,2004,Leonard Peltier,Peace & Freedom,194
6047,2004,David Cobb,Green,174
6047,2004,Michael Badnarik,Libertarian,171
6047,2004,Michael Peroutka,American Ind.,142
6047,2004,Ralph Nader,Write-in,15
6055,2004,John Kerry,Democratic,33666
